seriesid,studyid,studyid2,pkgid,pubdate,title,authors,corearea,status,top10
prj,408,prj408,210408005,2022,Systems Ecology Lab Bajada Site: Weekly phenology observations of shrub and grass species at a bajada site at Jornada Basin LTER from 2010-2019,"Flores, Alejandra;Tweedie, Craig;Gonzalez, Libia;Laney, Christine;Luna, Robin Naomi",Primary production,,
prj,409,prj409,210409001,2021,"Photosynthetic rates of leaves from reduced and enhanced precipitation treatments at the Jornada Basin LTER site, 2007-2008","Throop, Heather;Archer, Steven;Reichmann, Lara;Sala, Osvaldo E",Primary production,,
prj,409,prj409,210409002,2020,"Pre-dawn water potential of leaves from reduced and enhanced precipitation treatments at the Jornada Basin LTER site, 2007-2008","Sala, Osvaldo;Throop, Heather;Archer, Steve;Reichmann, Lara",Primary production,,
prj,412,prj412,210412001,2023,"Jornada Experimental Range (USDA-ARS) annual stocking rates for cattle, horses, and sheep, 1916-2001","Havstad, Kris;Bestelmeyer, Brandon T",Populations,core,
prj,413,prj413,210413001,2023,"Aeolian dust weights sampled by BSNE collectors quarterly from the CSIS study at Jornada Basin LTER, 2012-ongoing","Okin, Gregory S;Peters, Debra C",Land Use and Land Cover Change,core,
prj,413,prj413,210413004,2023,"Repeat overhead photographs of microplots in a cross-scale interactions experiment (CSIS) at Jornada Basin LTER, 2013-ongoing","Peters, Debra C;Anderson, John",Land Use and Land Cover Change,core,
prj,413,prj413,210413005,2023,"Plant and litter cover estimates derived from overhead microplot photos in the Cross-Scale Interactions Study (CSIS) at Jornada Basin LTER, 2013-ongoing","Peters, Debra C;Anderson, John",Land Use and Land Cover Change,core,
prj,413,prj413,210413006,2023,"Repeat lateral photographs of microplots in a cross-scale interactions experiment (CSIS) at Jornada Basin LTER, 2013-2017","Peters, Debra C;Anderson, John",Land Use and Land Cover Change,core,
prj,413,prj413,210413007,2023,"Litter and soil accumulation estimates derived from lateral microplot photos in the Cross-Scale Interactions Study (CSIS) at Jornada Basin LTER, 2013-2017","Peters, Debra C;Anderson, John",Land Use and Land Cover Change,core,
prj,420,prj420,210420001,2020,"Soil carbon, soil nitrogen, and geometry of 30 playas and their catchment areas at the Jornada Basin LTER site in 2012","McKenna, Owen;Sala, Osvaldo",Organic matter cycling,,
prj,420,prj420,210420002,2020,Soil water and chloride concentration profiles in 20 playas at the Jornada Basin LTER site in 2014,"McKenna, Owen;Sala, Osvaldo",Inorganic matter cycling,,
prj,425,prj425,210425001,2023,"Gap-filled daily precipitation at the 15 long-term NPP sites at Jornada Basin LTER, 1980-ongoing","Yao, Jin;Savoy, Heather;Anderson, John;Peters, Debra C",Disturbance,core,
prj,437,prj437,210437001,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437002,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437003,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437004,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437005,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437006,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437007,2024,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: 5-minute summary air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437008,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437009,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437010,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437011,2024,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: 5-minute summary wind and air temperature data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437012,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-TOBO site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437013,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437014,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437015,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: 5-minute summary wind and air temperature data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437016,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437017,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437018,2023,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: 30-minute summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437019,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437020,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437021,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437022,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: 30-minute summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437023,2024,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437024,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: 30-minute summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437025,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: 30-minute summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437026,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: 30-minute summary data:  2017 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437027,2024,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437028,2024,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: 30-minute summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437029,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: 30-minute summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437030,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: 30-minute summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437031,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437032,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437033,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437034,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437035,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437036,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437037,2024,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437038,2024,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437039,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: 1-hour summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437040,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: 1-hour summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437041,2024,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: 1-hour summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437042,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-TOBO site: 1-hour summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437043,2024,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: 1-hour summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437044,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: 1-hour summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437045,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: 1-hour summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437046,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437047,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437048,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437049,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437050,2023,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: Daily summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437051,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437052,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: Daily summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437053,2024,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437054,2024,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437055,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: Daily summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437056,2024,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: Daily summary data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437057,2024,Jornada Basin LTER: Wireless meteorological station at NPP P-TOBO site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437058,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: Daily summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437059,2024,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: Daily summary data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437060,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: Daily summary data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437061,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: 1-second summary precipitation data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437062,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: 1-second summary precipitation data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437063,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: 1-second summary precipitation data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437064,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: 1-second summary precipitation data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437065,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: 1-second summary precipitation data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437066,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: 1-second summary precipitation data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437067,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437068,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437069,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437070,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437071,2024,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: 1-second summary precipitation data: 2017 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437072,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-TOBO site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437073,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437074,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437075,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: 1-second summary precipitation data:  2013 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437076,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437077,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437078,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437079,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437080,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437081,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: 30-minute soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437082,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437083,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437084,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437085,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437086,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: 30-minute soil volumetric water content data:  2017 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437087,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-TOBO site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437088,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437089,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437090,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437091,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-CALI site: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437092,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-GRAV site: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437093,2024,Jornada Basin LTER: Wireless meteorological station at NPP C-SAND site: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437094,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-BASN site: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437095,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437096,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-SUMM site: Daily average soil volumetric water content data: 2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437097,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-NORT site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437098,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-RABB site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437099,2023,Jornada Basin LTER: Wireless meteorological station at NPP M-WELL site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437100,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-COLL site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437101,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-SMAL site: Daily average soil volumetric water content data:  2017 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437102,2023,Jornada Basin LTER: Wireless meteorological station at NPP P-TOBO site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437103,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-EAST site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437104,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-TAYL site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437105,2023,Jornada Basin LTER: Wireless meteorological station at NPP T-WEST site: Daily average soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437106,2024,Jornada Basin LTER: Wireless meteorological station at NPP G-IBPE site: 15-minute summary data: 2016 - ongoing,"Anderson, John",Disturbance,core,
prj,437,prj437,210437107,2023,Jornada Basin LTER: Wireless substation at NPP C-CALI site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437108,2023,Jornada Basin LTER: Wireless substation at NPP C-GRAV site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437109,2023,Jornada Basin LTER: Wireless substation at NPP C-SAND site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437110,2023,Jornada Basin LTER: Wireless substation at NPP G-BASN site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437111,2023,Jornada Basin LTER: Wireless substation at NPP G-IBPE site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437112,2023,Jornada Basin LTER: Wireless substation at NPP G-SUMM site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437113,2023,Jornada Basin LTER: Wireless substation at NPP M-NORT site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437114,2023,Jornada Basin LTER: Wireless substation at NPP M-RABB site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437115,2023,Jornada Basin LTER: Wireless substation at NPP M-WELL site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437116,2023,Jornada Basin LTER: Wireless substation at NPP P-SMAL site: 30-minute soil volumetric water content data:  2017 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437117,2023,Jornada Basin LTER: Wireless substation at NPP P-TOBO site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437118,2023,Jornada Basin LTER: Wireless substation at NPP T-EAST site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437119,2023,Jornada Basin LTER: Wireless substation at NPP T-TAYL site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,437,prj437,210437120,2023,Jornada Basin LTER: Wireless substation at NPP T-WEST site: 30-minute soil volumetric water content data:  2013 - ongoing,"Duniway, Michael",Disturbance,core,
prj,444,prj444,210444001,2024,"Mammal occurrence data derived from camera traps in grassland-shrubland ecotones at 24 sites in the Jornada Basin, southern New Mexico, USA, 2014-ongoing","Schooley, Robert L;Wagnon, Casey J;Bestelmeyer, Brandon T",Populations,core,
prj,461,prj461,210461001,2019,"Perennial grass recovery following livestock overgazing and shrub removal: an experiment at the Jornada Experimental Range (Jornada Basin LTER), 1996-2016","Havstad, Kris;Bestelmeyer, Brandon",Disturbance,core,
prj,465,prj465,210465001,2023,"Water level data (15-min frequency) from 18 instrumented playas in the Jornada Basin, southern New Mexico, USA, from 2016-2022","Kimsal, Charles;Anderson, John;Hall, Seth;Vivoni, Enrique;Sala, Osvaldo E",Disturbance,core,
prj,469,prj469,210469001,2021,"Drought and herbivory effects on woody plant seedling establishment and grass competition in the Jornada Basin, 2016-2018","Weber-Grullon, Luis;Gherardi, Laureano;Rutherford, William;Archer, Steven;Sala, Osvaldo E",Populations,,
prj,472,prj472,210472001,2018,"Vegetation cover and Soil Organic Carbon along gradients of cattle grazing intensity in the Jornada Basin, July-August 2016","Boydston, Aaron",Land Use and Land Cover Change,,
prj,493,prj493,210493001,2020,"Biotic and abiotic composition of biological soil crusts in grassland and tarbush ecosystems at the Jornada Basin LTER site, 2017-2018","Omari, Haneen;Pietrasiak, Nicole;Nishiguchi, Michele",Populations,,
prj,500,prj500,210500001,2021,"Germination and early establishment of dryland grasses and shrubs on wind-eroded soils from the Jornada Basin LTER Scrape site, 2018-2019","Niu, Furong;Pierce, Nathan A.;Archer, Steven;Okin, Gregory S",Populations,,
prj,520,prj520,210520001,2018,"Vascular Plant Species of the Jornada Basin, 1982-2018","Anderson, John;Van Zee, Justin",Populations,core,
prj,527,prj527,210527001,2023,"Ecophysiological variables of common shrub and grass species during the growing season following simulated sandblasting trials at the Jornada Experimental Range, New Mexico, USA, 2018 and 2019","Niu, Furong;Pierce, Nathan A;Archer, Steven;Okin, Gregory S;Fischella, Mike;Nadoum, Shereen",Disturbance,,
prj,539,prj539,210539001,2022,"Grass exposure, mesquite height, and plant greenness at a Jornada Basin LTER sand-sheet site, July and September 2019","Okin, Gregory S",Disturbance,,
prj,543,prj543,210543001,2022,Orthorectfied photo mosaics derived from UAV overflights of the fifteen NPP study sites at Jornada Basin LTER in 2019,"Wojcikiewicz, Robert;Hanan, Niall P",Land Use and Land Cover Change,,
prj,543,prj543,210543002,2022,Digital elevation models derived from UAV overflights of the fifteen NPP study sites at Jornada Basin LTER in 2019,"Wojcikiewicz, Robert;Hanan, Niall P",Land Use and Land Cover Change,,
prj,543,prj543,210543003,2022,Digital terrain models derived from UAV overflights of the fifteen NPP study sites at Jornada Basin LTER in 2019,"Wojcikiewicz, Robert;Hanan, Niall P",Land Use and Land Cover Change,,
prj,543,prj543,210543004,2022,Sparse point clouds derived from UAV overflights of the fifteen NPP study sites at Jornada Basin LTER in 2019,"Wojcikiewicz, Robert;Hanan, Niall P",Land Use and Land Cover Change,,
prj,548,prj548,210548001,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 1 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548002,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 2 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548003,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 3 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548004,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 4 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548005,2024,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 5 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548006,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 6 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
prj,548,prj548,210548007,2023,Jornada Basin LTER Cross-scale Interactions Study (CSIS) Block 7 meteorological station: 5-minute summary wind and air temperature data: 2013 - ongoing,"Anderson, John",Disturbance,core,
